"typ";"leitidee";"thema";"definition";"beispiel_id";"status"
"Fehlerhaftes Verfahren zur Volumenberechnung beurteilen und berichtigen";"Analysis";"Rotationsvolumen";"Die Teilschritte einer vorgelegten fremden Rechnung einzeln auf Richtigkeit prüfen, die fehlerhaften benennen und die richtige Vorgehensweise beschreiben.";"2017-bb-ea-B2.1f";"neu"
"Rotationsvolumen um die y-Achse über die Umkehrfunktion aufstellen";"Analysis";"Rotationsvolumen";"Für die Rotation einer Fläche um die y-Achse den Funktionsterm nach x² auflösen und das Volumenintegral über y aufstellen und auswerten.";"2017-bb-ea-B2.1f";"neu"
"Volumenmaßstab zwischen Modell und Wirklichkeit umrechnen";"Analysis";"Rotationsvolumen";"Aus dem Längenmaßstab eines Modells den Volumenmaßstab als dritte Potenz bilden und ein in Volumeneinheiten berechnetes Volumen in Realmaße umrechnen.";"2017-bb-ea-B2.1f";"neu"
"Fehlen von Wendepunkten über die zweite Ableitung nachweisen";"Analysis";"Kurvenuntersuchung";"Zeigen, dass ein Graph keine Wendepunkte besitzt, indem die zweite Ableitung als nirgends null nachgewiesen wird.";"2017-bb-ea-B2.2b";"neu"
"Dreieck zu Schnittpunkten mit einer Parallelen zur x-Achse einzeichnen";"Analysis";"Extremalprobleme";"In ein vorgegebenes Koordinatensystem mit Graph eine Parallele zur x-Achse, ihre beiden Schnittpunkte mit dem Graphen und das daraus mit einem festen Punkt gebildete Dreieck eintragen.";"2017-bb-ea-B2.2c";"neu"
"Existenz eines Flächenmaximums ohne Rechnung begründen";"Analysis";"Extremalprobleme";"Aus dem Verhalten einer Flächenfunktion an den offenen Rändern des zulässigen Bereichs begründen, dass ein größter Wert angenommen wird, ein kleinster dagegen nicht.";"2017-bb-ea-B2.2c";"neu"
"Näherungsweise tangentiale Einmündung einer Geraden nachweisen";"Analysis";"Tangente, Normale, Schnittwinkel";"Zeigen, dass eine Gerade an einer Anschlussstelle näherungsweise Tangente eines Graphen ist, indem Funktionswert und Anstieg mit den Werten der Geraden verglichen werden.";"2017-bb-ea-B2.2d";"neu"
"Gleichungssystem zur Bestimmung einer Parabelgleichung aufstellen";"Analysis";"Lineare Gleichungssysteme";"Aus Punktbedingungen und einer Anstiegsbedingung ein lineares Gleichungssystem für die Koeffizienten einer quadratischen Funktion aufstellen, ohne es zu lösen.";"2017-bb-ea-B2.2e";"neu"
"Fläche: Abschnittsweise begrenzte Fläche durch Integration berechnen";"Analysis";"Flächeninhalt durch Integration";"Eine Fläche, deren oberer Rand abschnittsweise durch verschiedene Funktionen gegeben ist, in Teilintegrale zerlegen und die Teilflächen addieren.";"2017-bb-ea-B2.2f";"neu"
"Fläche: Flächenmaßstab eines Modells auf eine Realfläche anwenden";"Analysis";"Flächeninhalt durch Integration";"Aus dem Längenmaßstab eines Modells den Flächenmaßstab als zweite Potenz bilden und eine in Flächeneinheiten berechnete Fläche in Realmaße umrechnen.";"2017-bb-ea-B2.2f";"neu"
"Körper: Körper in ein räumliches Koordinatensystem einzeichnen";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Einen durch Koordinaten gegebenen Körper als Schrägbild in ein vorgegebenes räumliches Koordinatensystem eintragen.";"2017-bb-ea-B3.1a";"neu"
"Punkt mit gleichem Abstand zu allen Seitenflächen über die Symmetrieachse bestimmen";"Analytische Geometrie";"Abstände";"Aus der Symmetrie eines Körpers schließen, dass der gesuchte Punkt auf der Mittelsenkrechten liegt, und seine verbleibende Koordinate aus einer Abstandsbedingung zu einer Seitenfläche bestimmen.";"2017-bb-ea-B3.1c";"neu"
"Abstand eines Punktes von einer Ebene mit der Hesseschen Normalform berechnen";"Analytische Geometrie";"Abstände";"Die Koordinatengleichung einer Ebene normieren und den Abstand eines Punktes durch Einsetzen seiner Koordinaten bestimmen.";"2017-bb-ea-B3.1c";"neu"
"Lage eines Punktes auf einer Strecke über eine Linearkombination nachweisen";"Analytische Geometrie";"Linearkombination und lineare Abhängigkeit";"Eine Linearkombination zweier Ortsvektoren mit der Nebenbedingung, dass die Koeffizienten zusammen eins ergeben, in die Parameterform einer Strecke umformen und so die Lage des Punktes nachweisen.";"2017-bb-ea-B3.1d";"neu"
"Strecke in einer geneigten Ebene über einen Höhenschnitt bestimmen";"Analytische Geometrie";"Abstände";"Zu einer vorgegebenen Höhe den zugehörigen Punkt einer geneigten Ebene bestimmen und die Länge der Strecke von einer Grundkante dorthin in der Ebene berechnen.";"2017-bb-ea-B3.1e";"neu"
"Ganzzahligen Scharparameter aus einer Bereichsbedingung an den Durchstoßpunkt bestimmen";"Analytische Geometrie";"Scharen von Geraden und Ebenen";"Den Parameter im Richtungsvektor einer Geradenschar so bestimmen, dass der Durchstoßpunkt durch eine Ebene in einem vorgegebenen Bereich liegt, und daraus zulässige ganzzahlige Werte angeben.";"2017-bb-ea-B3.1f";"neu"
"Koordinatengleichung einer Ebene aus Gerade und Punkt nachweisen";"Analytische Geometrie";"Ebenen";"Eine vorgegebene Koordinatengleichung als Ebene durch eine Gerade und einen Punkt bestätigen, indem Punktproben durchgeführt und Richtungsvektor und Normalenvektor als orthogonal nachgewiesen werden.";"2017-bb-ea-B3.2c";"neu"
"Lotgerade von einem Punkt auf eine Ebene angeben";"Analytische Geometrie";"Abstände";"Die Gerade durch einen Punkt mit dem Normalenvektor einer Ebene als Richtungsvektor aufstellen, auf der der Punkt kleinsten Abstands liegt.";"2017-bb-ea-B3.2d";"neu"
"Mindestanzahl von Versuchen einer Bernoulli-Kette über das Gegenereignis bestimmen";"Stochastik";"Binomialverteilung";"Die kleinste Zahl unabhängiger Wiederholungen bestimmen, für die mindestens ein Treffer mit vorgegebener Mindestwahrscheinlichkeit auftritt, über das Gegenereignis und Logarithmieren.";"2017-bb-ea-B4.2b";"neu"
"Modalwert einer Binomialverteilung bestimmen";"Stochastik";"Binomialverteilung";"Die Trefferzahl mit der größten Einzelwahrscheinlichkeit bestimmen, indem die Werte in der Umgebung des Erwartungswerts verglichen werden.";"2017-bb-ea-B4.2d";"neu"
"Ungeeignetheit des Binomialmodells begründen";"Stochastik";"Binomialverteilung";"Begründen, dass eine Situation nicht binomialverteilt ist, weil ohne Zurücklegen gezogen wird und die Trefferwahrscheinlichkeit deshalb nicht gleich bleibt.";"2017-bb-ea-B4.2e";"neu"
"Nullstellen und Werte: Vertikalen Abstand zweier Punkte als Differenz von Funktionswerten berechnen";"Analysis";"Funktionsklassen und Eigenschaften";"Den senkrechten Abstand zweier Punkte, die dieselbe x-Koordinate haben, als Differenz der zugehörigen Funktionswerte berechnen.";"2018-be-gk-B1.1a";"neu"
"Lage und Art aller lokalen Extrempunkte bestimmen";"Analysis";"Kurvenuntersuchung";"Alle Stellen mit waagerechter Tangente über die erste Ableitung bestimmen, ihre Art mit der zweiten Ableitung entscheiden und die Extrempunkte mit beiden Koordinaten angeben.";"2018-be-gk-B1.1c";"neu"
"Extrempunkt einem Punkt im Sachzusammenhang zuordnen";"Analysis";"Kurvenuntersuchung";"Aus mehreren berechneten Extrempunkten denjenigen auswählen, der einem im Sachtext benannten Punkt entspricht, und die Auswahl begründen.";"2018-be-gk-B1.1c";"neu"
"Quadratische Funktion aus knickfreiem Übergang und einer Wertbedingung rekonstruieren";"Analysis";"Rekonstruktion von Funktionsgleichungen";"Aus der Forderung, dass zwei Graphen an einer Stelle ohne Knick ineinander übergehen, die Bedingungen gleicher Funktionswert und gleicher Anstieg gewinnen und mit einer weiteren Bedingung die Gleichung einer quadratischen Funktion bestimmen.";"2018-be-gk-B1.1e";"neu"
"Schnittpunkt zweier Graphen über eine biquadratische Gleichung berechnen";"Analysis";"Gleichungen lösen";"Zwei Funktionsterme gleichsetzen, die entstehende Gleichung vierten Grades mit der Substitution u = x² auf eine quadratische zurückführen und die brauchbare Lösung zurücksubstituieren.";"2018-be-gk-B1.1f";"neu"
"Graphen einer Funktion in ein vorgegebenes Koordinatensystem einzeichnen";"Analysis";"Kurvenuntersuchung";"Den Verlauf einer Funktion mit Hilfe einiger berechneter Punkte in ein vorgegebenes Koordinatensystem eintragen, das bereits andere Graphen enthält.";"2018-be-gk-B1.1f";"neu"
"Maximalen vertikalen Abstand zweier Graphen über die Differenzfunktion nachweisen";"Analysis";"Extremalprobleme";"Die Differenz zweier Funktionen als Zielfunktion aufstellen, ihre Extremstelle bestimmen und den größten vertikalen Abstand gegen eine vorgegebene Schranke prüfen.";"2018-be-gk-B1.1g";"neu"
"Schnittwinkel zwischen Tangente und Gerade über die Anstiege berechnen";"Analysis";"Tangente, Normale, Schnittwinkel";"Den Anstieg der Tangente über die Ableitung bestimmen und den Winkel zur gegebenen Geraden aus beiden Anstiegen berechnen, über die Differenz der Steigungswinkel oder über die Tangensformel.";"2018-be-gk-B1.2b";"neu"
"Nullstellen und Werte: Einzige Nullstelle über den positiven Exponentialfaktor nachweisen";"Analysis";"Funktionsklassen und Eigenschaften";"Bei einem Produkt aus Polynom und Exponentialfunktion begründen, dass nur der Polynomfaktor null werden kann, und daraus die vollständige Nullstellenmenge angeben.";"2018-be-gk-B1.2c";"neu"
"Sekantengleichung durch zwei Punkte eines Graphen ermitteln";"Analysis";"Ableitung und Änderungsrate";"Zu zwei Stellen die Funktionswerte berechnen, daraus den Anstieg der Sekante als Differenzenquotient bilden und die Geradengleichung aufstellen.";"2018-be-gk-B1.2e";"neu"
"Mittlere Änderungsraten zweier Modelle vergleichen";"Analysis";"Ableitung und Änderungsrate";"Für zwei Funktionen auf demselben Intervall den Differenzenquotienten bilden und die Beträge der mittleren Änderungsraten vergleichen.";"2018-be-gk-B1.2g";"neu"
"Geraden und Ebenen: Orthogonalität zweier Ebenen über die Normalenvektoren nachweisen";"Analytische Geometrie";"Orthogonalität";"Zeigen, dass zwei Ebenen senkrecht aufeinander stehen, indem das Skalarprodukt ihrer Normalenvektoren null ergibt.";"2018-be-gk-B2.1b";"neu"
"Existenz eines Geradenschnittpunkts über die gemeinsame Ebene begründen";"Analytische Geometrie";"Geraden";"Begründen, dass zwei Geraden sich schneiden müssen, weil sie in einer gemeinsamen Ebene liegen und ihre Richtungsvektoren keine Vielfachen voneinander sind.";"2018-be-gk-B2.1c";"neu"
"Zeit bis zum Erreichen einer Ebene aus dem Geradenparameter bestimmen";"Analytische Geometrie";"Schnittmengen";"Eine geradlinige und gleichförmige Bewegung als Gerade beschreiben, den Parameter des Durchstoßpunkts mit einer Ebene bestimmen und ihn als Vielfaches der bekannten Zeitspanne in eine Zeit umrechnen.";"2018-be-gk-B2.1e";"neu"
"Schattenpunkt bei paralleler Projektion bestimmen";"Analytische Geometrie";"Schnittmengen";"Aus einem Punkt und seinem bekannten Schattenpunkt die Richtung der parallelen Lichtstrahlen gewinnen und damit den Schattenpunkt eines weiteren Punktes als Durchstoßpunkt mit der Grundebene berechnen.";"2018-be-gk-B2.2d";"neu"
"Ebene Figur: Schatten einer Fläche in eine Abbildung einzeichnen";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Die berechneten Schattenpunkte in ein vorgegebenes Schrägbild eintragen und zur Schattenfläche verbinden.";"2018-be-gk-B2.2d";"neu"
"Lösungsweg zur Bestimmung eines Punktes auf einer Geraden beschreiben";"Analytische Geometrie";"Geraden";"Ohne Zahlenrechnung beschreiben, wie ein gesuchter Punkt über einen Teilpunkt, eine Gerade durch zwei Punkte und deren Schnitt mit einer weiteren Geraden bestimmt und daraus eine Länge gewonnen wird.";"2018-be-gk-B2.2e";"neu"
"Behauptung zur Monotonie einer Wahrscheinlichkeit an Beispielwerten prüfen";"Stochastik";"Binomialverteilung";"Eine Behauptung über das Wachsen oder Fallen einer von der Versuchszahl abhängigen Wahrscheinlichkeit prüfen, indem zwei Werte berechnet und verglichen werden.";"2018-be-gk-B3.1c";"neu"
"Wahrscheinlichkeit für wenigstens einen Treffer über das Gegenereignis berechnen";"Stochastik";"Binomialverteilung";"Die Wahrscheinlichkeit für mindestens einen Treffer in einer Bernoulli-Kette als Gegenwahrscheinlichkeit zu keinem Treffer angeben.";"2018-be-gk-B3.1c";"neu"
"Aussage zur Änderung einer Wahrscheinlichkeit bei größerer Stichprobe beurteilen";"Stochastik";"Binomialverteilung";"Beurteilen, wie sich eine Wahrscheinlichkeit ändert, wenn der Stichprobenumfang um eins wächst, und die Antwort allgemein über den Faktor der Potenz begründen.";"2018-be-gk-B3.2c";"neu"
"Trefferwahrscheinlichkeit aus einer Bedingung an die Wahrscheinlichkeit für null Treffer bestimmen";"Stochastik";"Binomialverteilung";"Aus einer Mindestwahrscheinlichkeit für das Ausbleiben jedes Treffers die zulässige Trefferwahrscheinlichkeit bestimmen, indem der Ansatz (1 − p)ⁿ nach p aufgelöst wird.";"2018-be-gk-B3.2d";"neu"
"Extremstellen aus den Nullstellen der Ableitung berechnen";"Analysis";"Kurvenuntersuchung";"Die Extremstellen einer Funktion allein über die Nullstellen der ersten Ableitung berechnen, wenn ihre Anzahl vorgegeben ist und weder Art noch Monotonie verlangt werden.";"2023-bebb-gk-A1.3a";"neu"
"Ebene Figur: Gleichschenkligkeit oder Gleichseitigkeit eines Dreiecks über die Seitenlängen prüfen";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Die Beträge der Verbindungsvektoren eines Dreiecks berechnen und vergleichen, um Gleichschenkligkeit (zwei gleiche Seiten) oder Gleichseitigkeit nachzuweisen oder zu widerlegen.";"2023-bebb-gk-A1.5a";"neu"
"Ebene Figur: Vierten Eckpunkt einer Raute zu einem gleichschenkligen Dreieck über die Punktspiegelung am Seitenmittelpunkt bestimmen";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Zu einem Dreieck ABC mit |CA| = |CB| den Punkt D ≠ C mit |DA| = |DB| = |CA| bestimmen, indem C am Mittelpunkt von AB gespiegelt wird (D = A + B − C); ADBC ist dann eine Raute.";"2023-bebb-gk-A1.5b";"neu"
"Wahrscheinlichkeit für zwei gleichfarbige Kugeln beim Ziehen mit Zurücklegen als Summe zweier Pfade berechnen";"Stochastik";"Baumdiagramm und Pfadregeln";"Beim zweimaligen Ziehen mit Zurücklegen die Wahrscheinlichkeit für zwei gleiche Farben als Summe der Pfade Farbe-Farbe berechnen, jeder Pfad als Quadrat des Anteils.";"2023-bebb-gk-A1.6a";"neu"
"Ziehen ohne Zurücklegen: Wahrscheinlichkeit für eine Mehrheit einer Sorte beim dreimaligen Ziehen ohne Zurücklegen berechnen";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Beim dreimaligen Ziehen ohne Zurücklegen die Wahrscheinlichkeit dafür berechnen, dass eine Sorte in der Mehrheit ist (genau zwei oder drei), über Pfade mit Reihenfolgen oder Binomialkoeffizienten.";"2023-bebb-gk-A1.6b";"neu"
"Wahrscheinlichkeit eines Intervalls aus dem Säulendiagramm einer Verteilung ablesen";"Stochastik";"Binomialverteilung";"Aus dem Säulendiagramm einer Wahrscheinlichkeitsverteilung die Höhen der zu einem Intervall gehörenden Säulen ablesen und addieren; strikte Ungleichungen in die passenden ganzzahligen Werte übersetzen.";"2023-bebb-gk-A1.7a";"neu"
"Grenzverhalten eines Produkts aus Polynom und e-Funktion angeben";"Analysis";"Grenzwerte und Verhalten im Unendlichen";"Für ein Produkt aus Polynom und e^x das Verhalten der Funktionswerte für x → +∞ und x → −∞ angeben (die e-Funktion bestimmt das Verhalten, für x → −∞ Annäherung an die x-Achse).";"2023-bebb-gk-B2.1a";"neu"
"Nullstellen und Werte: Schnittpunkte des Graphen mit beiden Koordinatenachsen berechnen";"Analysis";"Funktionsklassen und Eigenschaften";"Den Schnittpunkt mit der y-Achse als (0 | f(0)) und die Nullstellen über den Satz vom Nullprodukt berechnen und als Punkte angeben.";"2023-bebb-gk-B2.1b";"neu"
"Nullstellen und Werte: Fehlende Ecke einer Raute aus drei Achsenschnittpunkten angeben";"Analysis";"Funktionsklassen und Eigenschaften";"Zu drei auf den Koordinatenachsen liegenden Punkten den vierten Punkt angeben, der sie zu einer Raute ergänzt (Spiegelpunkt am Ursprung des Punktes auf der anderen Achse).";"2023-bebb-gk-B2.1b";"neu"
"Waagerechte Tangente an einer vorgegebenen Stelle nachweisen und Funktionswert berechnen";"Analysis";"Tangente, Normale, Schnittwinkel";"Für eine genannte Stelle (auch mit Wurzelterm) durch Einsetzen in die gegebene Ableitung f'(x0) = 0 zeigen und den Funktionswert f(x0) berechnen; Art und Existenz sind nicht verlangt.";"2023-bebb-gk-B2.1c";"neu"
"Aussagen über Funktions- und Ableitungswert nahe dem Tiefpunkt ohne Rechnung beurteilen";"Analysis";"Kurvenuntersuchung";"Aussagen über f(x) und f'(x) an einer Stelle nahe einer bekannten Extremstelle allein aus der Lage zum Extrempunkt und der Monotonie beurteilen, ohne Werte zu berechnen.";"2023-bebb-gk-B2.1d";"neu"
"Monotonieverhalten aus einem bekannten Extrempunkt angeben";"Analysis";"Kurvenuntersuchung";"Die Monotoniebereiche einer Funktion auf einem Intervall angeben, wenn der einzige Extrempunkt dort schon bekannt ist.";"2023-bebb-gk-B2.1e";"neu"
"Wendepunkte über die zweite Ableitung berechnen";"Analysis";"Kurvenuntersuchung";"Die zweite Ableitung bilden (bei Produkten mit e^x mit der Produktregel), ihre Nullstellen berechnen und die Wendepunkte mit beiden Koordinaten angeben; die Existenz ist vorgegeben oder wird über den Vorzeichenwechsel gesichert.";"2023-bebb-gk-B2.1f";"neu"
"Dreiecke aus Wendetangente, Normale und Koordinatenachsen einzeichnen und ihre Ähnlichkeit begründen";"Analysis";"Tangente, Normale, Schnittwinkel";"Tangente und Normale in einem Graphenpunkt in die Abbildung zeichnen, die von ihnen mit den Achsen begrenzten Dreiecke markieren und an der Zeichnung begründen, dass beide rechtwinklig sind und in einem weiteren Winkel übereinstimmen, also ähnlich sind.";"2023-bebb-gk-B2.1g";"neu"
"Beziehung f'(a) · f''(a) = −1 als Orthogonalität der Tangenten an Graph und Ableitungsgraph deuten";"Analysis";"Ableitungsgraph und Funktionsgraph";"Die Gleichung f'(a) = −1/f''(a) in das Produkt der Steigungen −1 umformen und als Senkrechtstehen der Tangente an den Funktionsgraphen und der Tangente an den Ableitungsgraphen an derselben Stelle erläutern.";"2023-bebb-gk-B2.1h";"neu"
"Transformation: Terme der an den Koordinatenachsen gespiegelten Randlinien angeben";"Analysis";"Funktionsklassen und Eigenschaften";"Für eine zu beiden Achsen symmetrische Figur, deren eine Randlinie ein Graph von f ist, die Terme der übrigen Randlinien als f(−x), −f(x) und −f(−x) angeben.";"2023-bebb-gk-B2.1i";"neu"
"Schnittwinkel zweier Graphen im gemeinsamen Punkt über die Tangentensteigungen berechnen";"Analysis";"Tangente, Normale, Schnittwinkel";"Den Winkel zwischen zwei Graphen in ihrem gemeinsamen Punkt aus den Tangentensteigungen berechnen (Steigungswinkel über den Tangens, Differenz oder bei Spiegelbildern das Doppelte).";"2023-bebb-gk-B2.1j";"neu"
"Volumen eines umschließenden Quaders aus den Achsenschnittpunkten mit Maßstab berechnen";"Analysis";"Kurvenuntersuchung";"Aus den äußersten Punkten einer krummlinig begrenzten Figur (Achsenschnittpunkte) und einer gegebenen Höhe die Maße eines umschließenden Quaders bestimmen, mit dem Maßstab umrechnen und das Volumen in der verlangten Einheit angeben.";"2023-bebb-gk-B2.1k";"neu"
"Stammfunktion aus einer vorgegebenen Integralgleichung ermitteln";"Analysis";"Stammfunktion und Hauptsatz";"Aus einer vorgegebenen Stammfunktion eines Termbestandteils (etwa ∫ 0,5x² e^x dx) durch Zerlegen des Funktionsterms und Ergänzen der übrigen Summanden eine Stammfunktion der ganzen Funktion aufstellen.";"2023-bebb-gk-B2.1l";"neu"
"Fläche: Flächeninhalt einer symmetrischen Figur als Vielfaches eines Integrals mit Maßstab berechnen";"Analysis";"Flächeninhalt durch Integration";"Den Flächeninhalt einer zu den Achsen symmetrischen Figur als Vielfaches des Integrals über ein Randstück berechnen (Betrag bei Flächen unter der x-Achse) und mit dem Maßstab in cm² umrechnen.";"2023-bebb-gk-B2.1l";"neu"
"Fläche: An der Sehne gespiegelte Randlinien skizzieren und Lösungsweg für den Flächenzuwachs beschreiben";"Analysis";"Flächeninhalt durch Integration";"Die Spiegelbilder krummliniger Randlinien an der Sehne durch ihre Endpunkte skizzieren und beschreiben, wie der Flächenzuwachs als Vielfaches der Fläche zwischen Sehne und Graph (Dreieck minus Integral) berechnet wird.";"2023-bebb-gk-B2.1m";"neu"
"Nullstellen und Werte: y-Achsenschnittpunkt angeben und Anzahl der Nullstellen aus der faktorisierten Form ermitteln";"Analysis";"Funktionsklassen und Eigenschaften";"Den Schnittpunkt mit der y-Achse als (0 | f(0)) angeben und aus einer vorgegebenen Faktorisierung die Nullstellen bestimmen, wobei mehrfache Nullstellen nur einmal zählen.";"2023-bebb-gk-B2.2a";"neu"
"Tangente aufstellen und weiteren gemeinsamen Punkt mit dem Graphen berechnen";"Analysis";"Tangente, Normale, Schnittwinkel";"Die Tangente in einem Graphenpunkt aus Funktionswert und Ableitung aufstellen und den weiteren gemeinsamen Punkt von Tangente und Graph über f(x) − t(x) = 0 berechnen (Ausklammern, Berührstelle als doppelte Lösung).";"2023-bebb-gk-B2.2d";"neu"
"Graphen skizzieren und Aussage über die Anzahl gemeinsamer Punkte von Tangente und Graph beurteilen";"Analysis";"Kurvenuntersuchung";"Den Graphen aus bekannten Extrem- und Wendepunkten auf einem Intervall skizzieren und an der Skizze eine Aussage über die Anzahl gemeinsamer Punkte von Tangenten mit dem Graphen beurteilen (Wendetangente als Gegenbeispiel).";"2023-bebb-gk-B2.2e";"neu"
"Sattelpunkt über die Berührnullstelle des Ableitungsgraphen begründen";"Analysis";"Ableitungsgraph und Funktionsgraph";"Aus dem abgebildeten Graphen der Ableitung mit einer Berührnullstelle begründen, dass die Funktion dort ihre einzige waagerechte Tangente, aber keinen Extrempunkt hat (kein Vorzeichenwechsel der Ableitung).";"2023-bebb-gk-B2.2f";"neu"
"Lösungsmenge einer Ungleichung zwischen zwei Funktionstermen über die faktorisierte Differenz bestimmen";"Analysis";"Gleichungen lösen";"Die Differenz zweier Funktionsterme bilden, faktorisieren (Ausklammern, binomische Formel) und aus den Vorzeichen der Faktoren die Lösungsmenge der Ungleichung f(x) > g(x) angeben.";"2023-bebb-gk-B2.2g";"neu"
"Mittleren Wert einer periodisch schwankenden Größe am Graphen ablesen";"Analysis";"Kurvenuntersuchung";"Aus einem abgebildeten Graphen, der um eine Mittellage schwankt, den Durchschnittswert der Größe auf einem Abschnitt näherungsweise ablesen.";"2023-bebb-gk-B2.2h";"neu"
"Integralwert: Mittelwert einer Funktion als Integral geteilt durch die Intervalllänge berechnen und deuten";"Analysis";"Flächeninhalt durch Integration";"Den Term 1/(b − a) · ∫ von a bis b f(x) dx über eine Stammfunktion berechnen und als Durchschnittswert der Funktion auf dem Intervall im Sachzusammenhang deuten.";"2023-bebb-gk-B2.2i";"neu"
"Transformation: Streckfaktor und Verschiebung aus zwei Termen durch Koeffizientenvergleich ermitteln und die Abbildung beschreiben";"Analysis";"Funktionsklassen und Eigenschaften";"Für h(x) = c · (f(x) + d) die Parameter c und d durch Vergleich der Koeffizienten zweier gegebener Terme bestimmen und die Entstehung des Graphen (Verschiebung in y-Richtung, dann Streckung) beschreiben.";"2023-bebb-gk-B2.2j";"neu"
"Ganzrationale Funktion dritten Grades aus Wert-, Steigungs- und Extrempunktbedingungen rekonstruieren";"Analysis";"Rekonstruktion von Funktionsgleichungen";"Aus dem allgemeinen Ansatz dritten Grades die vier Koeffizienten über Funktionswerte, Ableitungswerte und die Bedingungen eines Extrempunkts (Wert und Ableitung null) bestimmen.";"2023-bebb-gk-B2.2k";"neu"
"Parallelität zweier Ebenen über die Normalenvektoren und eine Punktprobe begründen";"Analytische Geometrie";"Ebenen";"Für zwei Ebenen in Koordinatenform aus kollinearen Normalenvektoren die Parallelität folgern und mit der Punktprobe eines Ebenenpunktes ausschließen, dass die Ebenen identisch sind.";"2023-bebb-gk-B3b";"neu"
"Abstand zweier Punkte auf parallelen Ebenen mit dem Abstand der Ebenen vergleichen";"Analytische Geometrie";"Abstände";"Für je einen Punkt auf zwei parallelen Ebenen entscheiden, ob ihr Abstand größer als der Abstand der Ebenen ist: rechnerisch über Streckenlänge und Ebenenabstand oder über das Lot als kürzeste Verbindung.";"2023-bebb-gk-B3c";"neu"
"Punkt und Ebene: Lage eines Punktes zwischen zwei parallelen Ebenen über Einsetzen in die Koordinatengleichungen begründen";"Analytische Geometrie";"Lagebeziehungen";"Begründen, dass ein Punkt im Inneren eines von zwei parallelen Ebenen und den Koordinatenebenen begrenzten Körpers liegt, über die Vorzeichen beim Einsetzen in die Koordinatengleichungen und die Vorzeichen der Koordinaten.";"2023-bebb-gk-B3f";"neu"
"Körper: Volumenansatz als Differenz zweier Pyramiden erläutern und Parameter bestimmen";"Analytische Geometrie";"Flächeninhalt und Volumen im Raum";"Einen vorgelegten Volumenterm als Differenz einer großen und einer ähnlichen kleinen Pyramide über rechtwinkligen Dreiecken erläutern und den Parameter der kleinen Pyramide aus den Achsenschnittpunkten bestimmen.";"2023-bebb-gk-B3g";"neu"
"Abstand eines Punktes von einer Geraden über Lotgerade und Schnittpunkt aus einem Lösungsweg erläutern";"Analytische Geometrie";"Abstände";"Eine vorgelegte Rechnung (Lotgerade durch den Punkt senkrecht zur Geraden, Schnittpunkt als Lotfußpunkt, Streckenlänge) Schritt für Schritt erläutern und das Ergebnis als Abstand des Punktes von der Geraden, etwa als Höhe eines Trapezes, deuten.";"2023-bebb-gk-B3h";"neu"
"Punkt: Bildpunkt einer Drehung um eine Kante in eine Koordinatenebene über Lotfußpunkt und Abstand berechnen";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Den Bildpunkt eines Eckpunkts bei Drehung um eine Kante berechnen, wenn er in einer Koordinatenebene landen soll: Lotfußpunkt auf der Kante, Abstand als Radius, Einheitsvektor senkrecht zur Kante in der Zielebene, Vorzeichen aus der Bedingung.";"2023-bebb-gk-B3i";"neu"
"Ziehen ohne Zurücklegen: Wahrscheinlichkeit für ausschließlich eine Sorte beim mehrfachen Ziehen als Produkt berechnen";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Beim mehrfachen Ziehen ohne Zurücklegen die Wahrscheinlichkeit dafür berechnen, dass alle gezogenen Objekte zu einer Sorte gehören, als Produkt fallender Brüche oder als Quotient von Binomialkoeffizienten (Lotto-Modell).";"2023-bebb-gk-B4.1g";"neu"
"Ziehen ohne Zurücklegen: Wahrscheinlichkeit für höchstens k einer Sorte über Binomialkoeffizienten berechnen";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Beim mehrfachen Ziehen ohne Zurücklegen die Wahrscheinlichkeit für höchstens k Objekte einer Sorte als Summe über die günstigen Auswahlen (Produkte von Binomialkoeffizienten) geteilt durch alle Auswahlen berechnen (Lotto-Modell).";"2023-bebb-gk-B4.1h";"neu"
"Mittlere Änderungsrate aus dem Funktionsterm im Sachzusammenhang berechnen";"Analysis";"Ableitung und Änderungsrate";"Den Differenzenquotienten einer Funktion über ein vorgegebenes Intervall aus den Funktionswerten des Terms berechnen und als mittlere Änderung je Zeiteinheit im Sachzusammenhang angeben.";"2017MerhoehtAAnalysis12-a";"neu"
"Stelle mit vorgegebener momentaner Änderungsrate über die Ableitung berechnen";"Analysis";"Ableitung und Änderungsrate";"Die Stelle bestimmen, an der die Ableitung einen vorgegebenen Wert annimmt (Ableitung bilden, Gleichung lösen), und sie im Sachzusammenhang als Zeitpunkt deuten.";"2017MerhoehtAAnalysis12-b";"neu"
