"kennung";"jahr";"niveau";"teil";"sachgebiet";"gruppe";"hilfsmittel";"nr";"papier";"stapel";"seiten";"dublette_von"
"2017MgrundlegendBAGLAA1CAS";"2017";"grundlegend";"B";"AG/LA (A1)";"";"CAS";"";"2017-iqb-ga-mms";"2017-ga-B";"4";""
"2017MgrundlegendBAGLAA2WTR1";"2017";"grundlegend";"B";"AG/LA (A2)";"";"WTR";"1";"2017-iqb-ga";"2017-ga-B";"4";""
"2017MgrundlegendBAGLAA2WTR2";"2017";"grundlegend";"B";"AG/LA (A2)";"";"WTR";"2";"2017-iqb-ga";"2017-ga-B";"3";""
"2017MgrundlegendBAGLAA2CAS1";"2017";"grundlegend";"B";"AG/LA (A2)";"";"CAS";"1";"2017-iqb-ga-mms";"2017-ga-B";"3";""
"2017MgrundlegendBAGLAA2CAS2";"2017";"grundlegend";"B";"AG/LA (A2)";"";"CAS";"2";"2017-iqb-ga-mms";"2017-ga-B";"3";""
"2017MgrundlegendBStochastikWTR1";"2017";"grundlegend";"B";"Stochastik";"";"WTR";"1";"2017-iqb-ga";"2017-ga-B";"3";""
"2017MgrundlegendBStochastikWTR2";"2017";"grundlegend";"B";"Stochastik";"";"WTR";"2";"2017-iqb-ga";"2017-ga-B";"3";""
"2017MgrundlegendBStochastikCAS";"2017";"grundlegend";"B";"Stochastik";"";"CAS";"";"2017-iqb-ga-mms";"2017-ga-B";"3";""
"2017MerhoehtAAnalysis11";"2017";"erhoeht";"A";"Analysis";"1";"";"1";"2017-iqb-ea";"2017-ea-A";"2";""
"2017MerhoehtAAnalysis12";"2017";"erhoeht";"A";"Analysis";"1";"";"2";"2017-iqb-ea";"2017-ea-A";"2";""
"2017MerhoehtAAnalysis2";"2017";"erhoeht";"A";"Analysis";"2";"";"";"2017-iqb-ea";"2017-ea-A";"2";""
"2017MerhoehtAAGLAA111";"2017";"erhoeht";"A";"AG/LA (A1)";"1";"";"1";"2017-iqb-ea";"2017-ea-A";"2";""
"2017MerhoehtAAGLAA112";"2017";"erhoeht";"A";"AG/LA (A1)";"1";"";"2";"2017-iqb-ea";"2017-ea-A";"3";""
"2017MerhoehtAAGLAA211";"2017";"erhoeht";"A";"AG/LA (A2)";"1";"";"1";"2017-iqb-ea";"2017-ea-A";"2";""
"2017MerhoehtAAGLAA212";"2017";"erhoeht";"A";"AG/LA (A2)";"1";"";"2";"2017-iqb-ea";"2017-ea-A";"2";""
"2017MerhoehtAAGLAA22";"2017";"erhoeht";"A";"AG/LA (A2)";"2";"";"";"2017-iqb-ea";"2017-ea-A";"2";""
"2017MerhoehtAStochastik11";"2017";"erhoeht";"A";"Stochastik";"1";"";"1";"2017-iqb-ea";"2017-ea-A";"2";""
"2017MerhoehtAStochastik12";"2017";"erhoeht";"A";"Stochastik";"1";"";"2";"2017-iqb-ea";"2017-ea-A";"2";""
"2017MerhoehtAStochastik2";"2017";"erhoeht";"A";"Stochastik";"2";"";"";"2017-iqb-ea";"2017-ea-A";"2";""
"2017MerhoehtBAnalysisWTR1";"2017";"erhoeht";"B";"Analysis";"";"WTR";"1";"2017-iqb-ea";"2017-ea-B";"5";""
"2017MerhoehtBAnalysisWTR2";"2017";"erhoeht";"B";"Analysis";"";"WTR";"2";"2017-iqb-ea";"2017-ea-B";"5";""
"2017MerhoehtBAnalysisWTR3";"2017";"erhoeht";"B";"Analysis";"";"WTR";"3";"2017-iqb-ea";"2017-ea-B";"5";""
"2017MerhoehtBAnalysisCAS1";"2017";"erhoeht";"B";"Analysis";"";"CAS";"1";"2017-iqb-ea-mms";"2017-ea-B";"5";""
"2017MerhoehtBAnalysisCAS2";"2017";"erhoeht";"B";"Analysis";"";"CAS";"2";"2017-iqb-ea-mms";"2017-ea-B";"5";""
"2017MerhoehtBAGLAA1WTR";"2017";"erhoeht";"B";"AG/LA (A1)";"";"WTR";"";"2017-iqb-ea";"2017-ea-B";"4";""
"2017MerhoehtBAGLAA2WTR1";"2017";"erhoeht";"B";"AG/LA (A2)";"";"WTR";"1";"2017-iqb-ea";"2017-ea-B";"3";""
"2017MerhoehtBAGLAA2WTR2";"2017";"erhoeht";"B";"AG/LA (A2)";"";"WTR";"2";"2017-iqb-ea";"2017-ea-B";"3";""
"2017MerhoehtBAGLAA2WTR3";"2017";"erhoeht";"B";"AG/LA (A2)";"";"WTR";"3";"2017-iqb-ea";"2017-ea-B";"4";""
"2017MerhoehtBAGLAA2CAS1";"2017";"erhoeht";"B";"AG/LA (A2)";"";"CAS";"1";"2017-iqb-ea-mms";"2017-ea-B";"4";""
"2017MerhoehtBAGLAA2CAS2";"2017";"erhoeht";"B";"AG/LA (A2)";"";"CAS";"2";"2017-iqb-ea-mms";"2017-ea-B";"4";""
"2017MerhoehtBStochastikWTR";"2017";"erhoeht";"B";"Stochastik";"";"WTR";"";"2017-iqb-ea";"2017-ea-B";"3";""
"2017MerhoehtBStochastikCAS1";"2017";"erhoeht";"B";"Stochastik";"";"CAS";"1";"2017-iqb-ea-mms";"2017-ea-B";"3";""
"2017MerhoehtBStochastikCAS2";"2017";"erhoeht";"B";"Stochastik";"";"CAS";"2";"2017-iqb-ea-mms";"2017-ea-B";"4";""
"BeispielaufgabenMgrundlegendAAnalysis11";"bsp";"grundlegend";"A";"Analysis";"1";"";"1";"bsp-iqb-ga";"bsp-ga-A";"2";""
"BeispielaufgabenMgrundlegendAAnalysis12";"bsp";"grundlegend";"A";"Analysis";"1";"";"2";"bsp-iqb-ga";"bsp-ga-A";"2";""
"BeispielaufgabenMgrundlegendAAnalysis2";"bsp";"grundlegend";"A";"Analysis";"2";"";"";"bsp-iqb-ga";"bsp-ga-A";"2";""
"BeispielaufgabenMgrundlegendAAGLAA111";"bsp";"grundlegend";"A";"AG/LA (A1)";"1";"";"1";"bsp-iqb-ga";"bsp-ga-A";"2";""
"BeispielaufgabenMgrundlegendAAGLAA112";"bsp";"grundlegend";"A";"AG/LA (A1)";"1";"";"2";"bsp-iqb-ga";"bsp-ga-A";"2";""
"BeispielaufgabenMgrundlegendAAGLAA113";"bsp";"grundlegend";"A";"AG/LA (A1)";"1";"";"3";"bsp-iqb-ga";"bsp-ga-A";"2";""
"BeispielaufgabenMgrundlegendAAGLAA114";"bsp";"grundlegend";"A";"AG/LA (A1)";"1";"";"4";"bsp-iqb-ga";"bsp-ga-A";"2";""
"BeispielaufgabenMgrundlegendAAGLAA121";"bsp";"grundlegend";"A";"AG/LA (A1)";"2";"";"1";"bsp-iqb-ga";"bsp-ga-A";"2";""
"BeispielaufgabenMgrundlegendAAGLAA122";"bsp";"grundlegend";"A";"AG/LA (A1)";"2";"";"2";"bsp-iqb-ga";"bsp-ga-A";"2";""
"BeispielaufgabenMgrundlegendAAGLAA211";"bsp";"grundlegend";"A";"AG/LA (A2)";"1";"";"1";"bsp-iqb-ga";"bsp-ga-A";"2";"BeispielaufgabenMgrundlegendAAGLAA111"
"BeispielaufgabenMgrundlegendAAGLAA212";"bsp";"grundlegend";"A";"AG/LA (A2)";"1";"";"2";"bsp-iqb-ga";"bsp-ga-A";"2";"BeispielaufgabenMgrundlegendAAGLAA112"
"BeispielaufgabenMgrundlegendAAGLAA213";"bsp";"grundlegend";"A";"AG/LA (A2)";"1";"";"3";"bsp-iqb-ga";"bsp-ga-A";"2";"BeispielaufgabenMgrundlegendAAGLAA113"
"BeispielaufgabenMgrundlegendAAGLAA22";"bsp";"grundlegend";"A";"AG/LA (A2)";"2";"";"";"bsp-iqb-ga";"bsp-ga-A";"2";"BeispielaufgabenMgrundlegendAAGLAA121"
"BeispielaufgabenMgrundlegendAStochastik11";"bsp";"grundlegend";"A";"Stochastik";"1";"";"1";"bsp-iqb-ga";"bsp-ga-A";"2";""
"BeispielaufgabenMgrundlegendAStochastik12";"bsp";"grundlegend";"A";"Stochastik";"1";"";"2";"bsp-iqb-ga";"bsp-ga-A";"2";""
"BeispielaufgabenMgrundlegendAStochastik2";"bsp";"grundlegend";"A";"Stochastik";"2";"";"";"bsp-iqb-ga";"bsp-ga-A";"2";""
"BeispielaufgabenMgrundlegendBAnalysisWTR";"bsp";"grundlegend";"B";"Analysis";"";"WTR";"";"bsp-iqb-ga";"bsp-ga-B";"4";""
"BeispielaufgabenMgrundlegendBAnalysisCAS";"bsp";"grundlegend";"B";"Analysis";"";"CAS";"";"bsp-iqb-ga-mms";"bsp-ga-B";"5";""
"BeispielaufgabenMgrundlegendBAGLAA1WTR";"bsp";"grundlegend";"B";"AG/LA (A1)";"";"WTR";"";"bsp-iqb-ga";"bsp-ga-B";"4";""
"BeispielaufgabenMgrundlegendBAGLAA1CAS";"bsp";"grundlegend";"B";"AG/LA (A1)";"";"CAS";"";"bsp-iqb-ga-mms";"bsp-ga-B";"4";""
"BeispielaufgabenMgrundlegendBAGLAA2WTR";"bsp";"grundlegend";"B";"AG/LA (A2)";"";"WTR";"";"bsp-iqb-ga";"bsp-ga-B";"3";""
"BeispielaufgabenMgrundlegendBAGLAA2CAS";"bsp";"grundlegend";"B";"AG/LA (A2)";"";"CAS";"";"bsp-iqb-ga-mms";"bsp-ga-B";"4";""
"BeispielaufgabenMgrundlegendBStochastikWTR";"bsp";"grundlegend";"B";"Stochastik";"";"WTR";"";"bsp-iqb-ga";"bsp-ga-B";"3";""
"BeispielaufgabenMgrundlegendBStochastikCAS";"bsp";"grundlegend";"B";"Stochastik";"";"CAS";"";"bsp-iqb-ga-mms";"bsp-ga-B";"4";""
"BeispielaufgabenMerhoehtAAnalysis11";"bsp";"erhoeht";"A";"Analysis";"1";"";"1";"bsp-iqb-ea";"bsp-ea-A";"2";""
"BeispielaufgabenMerhoehtAAnalysis12";"bsp";"erhoeht";"A";"Analysis";"1";"";"2";"bsp-iqb-ea";"bsp-ea-A";"2";""
"BeispielaufgabenMerhoehtAAnalysis2";"bsp";"erhoeht";"A";"Analysis";"2";"";"";"bsp-iqb-ea";"bsp-ea-A";"3";""
"BeispielaufgabenMerhoehtAAGLAA111";"bsp";"erhoeht";"A";"AG/LA (A1)";"1";"";"1";"bsp-iqb-ea";"bsp-ea-A";"2";""
"BeispielaufgabenMerhoehtAAGLAA112";"bsp";"erhoeht";"A";"AG/LA (A1)";"1";"";"2";"bsp-iqb-ea";"bsp-ea-A";"2";""
"BeispielaufgabenMerhoehtAAGLAA113";"bsp";"erhoeht";"A";"AG/LA (A1)";"1";"";"3";"bsp-iqb-ea";"bsp-ea-A";"2";""
"BeispielaufgabenMerhoehtAAGLAA121";"bsp";"erhoeht";"A";"AG/LA (A1)";"2";"";"1";"bsp-iqb-ea";"bsp-ea-A";"2";""
"BeispielaufgabenMerhoehtAAGLAA122";"bsp";"erhoeht";"A";"AG/LA (A1)";"2";"";"2";"bsp-iqb-ea";"bsp-ea-A";"2";""
"BeispielaufgabenMerhoehtAAGLAA211";"bsp";"erhoeht";"A";"AG/LA (A2)";"1";"";"1";"bsp-iqb-ea";"bsp-ea-A";"2";"BeispielaufgabenMerhoehtAAGLAA111"
"BeispielaufgabenMerhoehtAAGLAA212";"bsp";"erhoeht";"A";"AG/LA (A2)";"1";"";"2";"bsp-iqb-ea";"bsp-ea-A";"2";""
"BeispielaufgabenMerhoehtAAGLAA22";"bsp";"erhoeht";"A";"AG/LA (A2)";"2";"";"";"bsp-iqb-ea";"bsp-ea-A";"2";"BeispielaufgabenMerhoehtAAGLAA121"
"BeispielaufgabenMerhoehtAStochastik11";"bsp";"erhoeht";"A";"Stochastik";"1";"";"1";"bsp-iqb-ea";"bsp-ea-A";"2";""
"BeispielaufgabenMerhoehtAStochastik12";"bsp";"erhoeht";"A";"Stochastik";"1";"";"2";"bsp-iqb-ea";"bsp-ea-A";"2";""
"BeispielaufgabenMerhoehtAStochastik2";"bsp";"erhoeht";"A";"Stochastik";"2";"";"";"bsp-iqb-ea";"bsp-ea-A";"2";""
"BeispielaufgabenMerhoehtBAnalysisWTR";"bsp";"erhoeht";"B";"Analysis";"";"WTR";"";"bsp-iqb-ea";"bsp-ea-B";"5";""
"BeispielaufgabenMerhoehtBAnalysisCAS1";"bsp";"erhoeht";"B";"Analysis";"";"CAS";"1";"bsp-iqb-ea-mms";"bsp-ea-B";"5";""
"BeispielaufgabenMerhoehtBAnalysisCAS2";"bsp";"erhoeht";"B";"Analysis";"";"CAS";"2";"bsp-iqb-ea-mms";"bsp-ea-B";"6";""
"BeispielaufgabenMerhoehtBAGLAA1WTR";"bsp";"erhoeht";"B";"AG/LA (A1)";"";"WTR";"";"bsp-iqb-ea";"bsp-ea-B";"5";""
"BeispielaufgabenMerhoehtBAGLAA1CAS";"bsp";"erhoeht";"B";"AG/LA (A1)";"";"CAS";"";"bsp-iqb-ea-mms";"bsp-ea-B";"5";""
"BeispielaufgabenMerhoehtBAGLAA2WTR";"bsp";"erhoeht";"B";"AG/LA (A2)";"";"WTR";"";"bsp-iqb-ea";"bsp-ea-B";"3";""
"BeispielaufgabenMerhoehtBAGLAA2CAS";"bsp";"erhoeht";"B";"AG/LA (A2)";"";"CAS";"";"bsp-iqb-ea-mms";"bsp-ea-B";"4";""
"BeispielaufgabenMerhoehtBStochastikWTR";"bsp";"erhoeht";"B";"Stochastik";"";"WTR";"";"bsp-iqb-ea";"bsp-ea-B";"4";""
"BeispielaufgabenMerhoehtBStochastikCAS";"bsp";"erhoeht";"B";"Stochastik";"";"CAS";"";"bsp-iqb-ea-mms";"bsp-ea-B";"4";""
